ts_code,trade_date,open,high,low,close,vol,amount
600519.SH,2013-07-31,169.68,171.2,167.7,168.5,14590.04,246901.546
600519.SH,2013-08-01,169.98,172.5,169.06,171.89,24852.59,426199.169
600519.SH,2013-08-02,172.79,178.16,172.69,176.03,29240.78,514840.309
600519.SH,2013-08-05,176.03,176.77,173.9,175.5,18065.07,316638.075
600519.SH,2013-08-06,173.93,175.5,172.7,175.23,26562.26,462053.656
600519.SH,2013-08-07,174.8,178.66,173.73,176.38,28377.75,501679.186
600519.SH,2013-08-08,176.42,177.36,174.4,175.16,16076.73,282184.726
600519.SH,2013-08-09,175.45,176.09,170.94,172.83,22889.24,396239.81
600519.SH,2013-08-12,172.8,178.43,172.51,178.31,39390.34,692000.838
600519.SH,2013-08-13,178.01,180.5,176.5,179.95,25435.83,453549.742
600519.SH,2013-08-14,179.89,182.34,178.4,178.69,21721.9,392821.868
600519.SH,2013-08-15,178.86,181.2,177.39,177.46,15365.66,274789.284
600519.SH,2013-08-16,177.53,181.0,174.05,174.4,34973.93,617783.344
600519.SH,2013-08-19,175.4,175.91,173.0,175.17,19357.61,337652.097
600519.SH,2013-08-20,174.15,175.0,172.7,173.61,31250.74,541646.639
600519.SH,2013-08-21,175.01,175.15,172.4,174.69,23103.2,401820.452
600519.SH,2013-08-22,174.6,176.68,174.02,175.08,15501.52,272139.857
600519.SH,2013-08-23,175.97,175.98,171.5,172.99,19529.64,338959.489
600519.SH,2013-08-26,173.11,175.0,172.0,173.94,16885.31,293255.612
600519.SH,2013-08-27,173.77,173.77,172.0,173.15,24436.55,422029.095
600519.SH,2013-08-28,172.17,172.17,169.57,169.9,30603.04,521639.363
600519.SH,2013-08-29,170.0,170.34,168.11,168.48,21804.02,368545.672
600519.SH,2013-08-30,168.48,169.0,167.55,168.78,25861.42,435606.368
600519.SH,2013-09-02,160.8,160.8,151.9,151.92,224970.74,3438418.525
600519.SH,2013-09-03,151.0,152.8,149.0,151.66,123211.05,1855978.596
600519.SH,2013-09-04,152.0,153.55,151.6,152.1,76789.98,1171694.804
600519.SH,2013-09-05,151.86,152.8,149.3,150.27,71283.26,1070129.375
600519.SH,2013-09-06,150.1,150.9,149.77,150.28,37783.66,567391.478
600519.SH,2013-09-09,151.0,151.52,149.88,150.95,69270.92,1042258.764
600519.SH,2013-09-10,150.8,151.88,150.08,151.62,54093.09,816720.661
600519.SH,2013-09-11,151.75,152.78,150.0,152.57,69012.93,1045733.434
600519.SH,2013-09-12,152.63,153.2,151.21,151.73,47723.11,725740.678
600519.SH,2013-09-13,151.69,154.48,151.65,152.02,68254.87,1044001.958
600519.SH,2013-09-16,152.62,152.62,149.59,149.65,58877.12,889024.058
600519.SH,2013-09-17,149.0,149.2,140.51,141.3,109057.97,1571781.594
600519.SH,2013-09-18,141.0,142.38,139.5,141.9,67317.66,949223.067
600519.SH,2013-09-23,141.99,142.0,140.05,140.81,65409.62,921212.137
600519.SH,2013-09-24,141.0,142.26,136.7,136.8,98819.15,1371542.71
600519.SH,2013-09-25,136.55,137.5,133.02,135.16,69789.01,943851.491
600519.SH,2013-09-26,134.0,136.22,134.0,135.42,47227.83,638421.037
600519.SH,2013-09-27,135.49,136.16,133.79,134.06,34639.25,465617.869
600519.SH,2013-09-30,133.93,136.31,133.52,135.94,50460.64,681360.332
600519.SH,2013-10-08,135.76,137.4,134.19,136.67,56867.25,773294.157
600519.SH,2013-10-09,136.6,137.4,135.8,136.99,40815.04,557664.494
600519.SH,2013-10-10,137.0,137.38,136.25,137.04,29045.52,397207.813
600519.SH,2013-10-11,135.3,137.83,135.3,137.52,36455.56,499830.914
600519.SH,2013-10-14,137.95,139.73,137.32,139.65,55274.79,767129.557
600519.SH,2013-10-15,139.74,144.8,139.08,144.25,69277.51,986261.708
600519.SH,2013-10-16,146.3,147.7,142.1,144.24,94813.2,1382754.194
600519.SH,2013-10-17,144.59,145.8,143.5,144.19,48621.19,703391.97
600519.SH,2013-10-18,144.49,144.91,142.0,142.98,35574.95,510349.74
600519.SH,2013-10-21,143.51,145.3,142.2,145.09,47022.98,677908.678
600519.SH,2013-10-22,144.8,144.8,142.75,143.42,24581.39,353140.635
600519.SH,2013-10-23,143.26,144.68,142.21,143.69,26215.11,375070.072
600519.SH,2013-10-24,143.3,143.97,142.7,143.71,26255.33,376580.495
600519.SH,2013-10-25,143.01,143.01,135.6,136.73,58584.15,807380.213
600519.SH,2013-10-28,135.78,136.77,133.26,133.97,32141.02,431472.151
600519.SH,2013-10-29,134.15,134.66,131.5,132.8,35182.94,468246.86
600519.SH,2013-10-30,132.98,133.3,131.96,132.59,25343.46,335579.62
600519.SH,2013-10-31,132.65,136.51,132.5,135.11,34893.43,471033.933
600519.SH,2013-11-01,134.33,135.84,133.8,135.18,22154.47,299057.62
600519.SH,2013-11-04,135.45,136.97,135.27,136.34,19436.28,264834.002
600519.SH,2013-11-05,135.8,138.39,134.7,138.11,27843.07,381603.609
600519.SH,2013-11-06,138.28,141.01,137.5,139.65,44449.25,619496.988
600519.SH,2013-11-07,139.36,139.88,136.7,138.97,21358.88,294635.357
600519.SH,2013-11-08,138.6,139.99,136.01,136.14,21537.43,298492.269
600519.SH,2013-11-11,138.0,141.68,136.18,139.55,52328.77,729491.561
600519.SH,2013-11-12,139.42,145.35,139.05,144.84,69478.01,997440.468
600519.SH,2013-11-13,144.09,146.45,143.1,144.72,31881.46,460888.127
600519.SH,2013-11-14,145.0,145.0,141.69,144.07,24042.02,344294.687
600519.SH,2013-11-15,143.74,144.62,142.1,143.44,33597.85,481165.007
600519.SH,2013-11-18,144.0,144.86,142.8,143.49,41571.71,596980.141
600519.SH,2013-11-19,143.5,144.2,141.3,142.82,41166.83,588099.506
600519.SH,2013-11-20,142.74,142.92,141.4,142.06,25517.8,362889.657
600519.SH,2013-11-21,141.68,142.29,138.55,138.66,32991.98,459524.467
600519.SH,2013-11-22,138.66,139.35,137.98,138.47,28110.9,389528.915
600519.SH,2013-11-25,137.78,141.86,137.52,140.93,26181.02,367831.844
600519.SH,2013-11-26,140.99,141.84,139.78,139.98,16406.04,230259.508
600519.SH,2013-11-27,139.99,141.19,138.6,139.95,15679.52,219358.339
600519.SH,2013-11-28,139.98,142.65,139.98,141.83,22240.51,315027.615
600519.SH,2013-11-29,141.0,141.65,139.92,141.44,20423.78,287184.36
600519.SH,2013-12-02,140.01,140.27,136.5,136.78,42892.4,591853.929
600519.SH,2013-12-03,136.55,137.92,135.34,137.58,32882.3,448934.466
600519.SH,2013-12-04,137.46,139.02,136.57,138.48,33510.42,463071.203
600519.SH,2013-12-05,138.44,138.44,136.95,136.99,19326.31,265765.318
600519.SH,2013-12-06,136.77,139.1,136.0,138.75,29150.72,402741.316
600519.SH,2013-12-09,138.6,138.7,136.0,137.94,25371.9,347999.972
600519.SH,2013-12-10,137.51,137.9,136.2,136.95,25392.66,347805.549
600519.SH,2013-12-11,136.86,137.6,136.17,136.39,19868.16,271716.036
600519.SH,2013-12-12,136.33,137.34,136.2,136.4,18306.95,250384.797
600519.SH,2013-12-13,136.23,137.39,136.22,136.4,19267.26,263371.186
600519.SH,2013-12-16,136.01,136.42,132.87,132.97,32869.44,439536.257
600519.SH,2013-12-17,132.95,134.73,132.4,133.21,15641.2,209082.464
600519.SH,2013-12-18,132.99,133.5,132.31,132.49,20105.17,266750.697
600519.SH,2013-12-19,133.29,133.4,131.1,131.15,17813.45,235156.558
600519.SH,2013-12-20,131.25,131.75,126.0,126.65,38556.01,495862.858
600519.SH,2013-12-23,126.43,127.64,126.12,126.51,19222.51,243709.867
600519.SH,2013-12-24,127.0,127.7,126.38,126.61,27897.14,354505.538
600519.SH,2013-12-25,127.0,127.37,125.89,126.26,18439.45,233016.83
600519.SH,2013-12-26,126.0,126.23,124.14,124.74,34156.22,427007.202
600519.SH,2013-12-27,125.2,127.23,124.74,126.2,25455.48,321517.73
600519.SH,2013-12-30,126.45,126.98,123.99,124.46,32166.72,401569.202
600519.SH,2013-12-31,124.0,129.31,122.5,128.38,57546.49,730676.611
600519.SH,2014-01-02,127.99,127.99,125.6,125.98,21976.66,277430.218
600519.SH,2014-01-03,125.25,125.8,123.23,123.98,23341.65,288934.602
600519.SH,2014-01-06,122.88,124.9,120.7,120.73,30229.21,367274.761
600519.SH,2014-01-07,120.11,121.35,119.2,120.56,18039.46,216936.563
600519.SH,2014-01-08,120.49,121.18,118.01,119.4,31989.59,380752.975
600519.SH,2014-01-09,119.0,121.8,118.6,119.34,47886.71,575090.339
600519.SH,2014-01-10,119.01,120.43,118.05,119.27,21126.63,251742.737
600519.SH,2014-01-13,119.3,122.32,119.08,119.89,37646.46,454274.359
600519.SH,2014-01-14,120.2,121.79,118.9,121.31,23474.99,282925.547
600519.SH,2014-01-15,120.51,121.15,118.05,118.76,19720.69,235363.881
600519.SH,2014-01-16,118.85,122.45,118.74,121.99,39119.63,474484.847
600519.SH,2014-01-17,121.8,122.65,120.12,120.3,32363.73,393324.788
600519.SH,2014-01-20,121.9,127.3,121.02,126.79,60090.63,751598.256
600519.SH,2014-01-21,126.0,128.71,125.35,126.99,35404.62,451224.694
600519.SH,2014-01-22,126.98,134.81,126.3,134.17,73667.81,975900.199
600519.SH,2014-01-23,134.18,135.4,131.76,134.09,40258.48,538497.403
600519.SH,2014-01-24,133.5,135.69,132.51,135.5,35780.7,482834.462
600519.SH,2014-01-27,134.89,143.78,134.66,140.75,83510.84,1170783.93
600519.SH,2014-01-28,140.51,142.0,137.5,139.22,36401.15,508739.365
600519.SH,2014-01-29,139.78,141.06,136.49,137.01,31520.4,434136.676
600519.SH,2014-01-30,136.5,136.95,131.0,132.2,37223.44,496967.643
600519.SH,2014-02-07,132.06,134.62,131.06,133.89,23865.61,317924.201
600519.SH,2014-02-10,134.0,134.4,130.86,132.86,36251.74,479835.319
600519.SH,2014-02-11,132.8,135.58,132.1,134.04,43006.94,578123.049
600519.SH,2014-02-12,134.2,134.97,133.31,134.15,19283.48,258332.741
600519.SH,2014-02-13,134.03,138.39,134.01,135.67,38567.47,528398.492
600519.SH,2014-02-14,135.39,143.0,135.39,142.9,67410.37,946589.741
600519.SH,2014-02-17,144.1,150.99,144.1,149.98,87465.17,1301703.98
600519.SH,2014-02-18,149.44,149.44,146.12,147.01,33640.35,496116.912
600519.SH,2014-02-19,147.05,151.98,147.05,149.53,31482.66,472702.776
600519.SH,2014-02-20,149.5,151.58,148.0,148.99,23188.97,346513.535
600519.SH,2014-02-21,148.0,150.15,147.78,149.08,34125.4,508426.618
600519.SH,2014-02-24,149.1,151.08,145.61,147.62,31178.65,463140.9
600519.SH,2014-02-25,148.0,148.4,141.0,142.37,46279.93,662701.579
600519.SH,2014-02-26,140.56,144.98,139.05,142.03,26513.94,377024.801
600519.SH,2014-02-27,142.15,145.79,140.02,144.95,25646.11,367761.88
600519.SH,2014-02-28,145.0,150.8,144.95,150.02,41926.17,626931.554
600519.SH,2014-03-03,150.0,154.99,148.33,154.93,48816.65,745535.034
600519.SH,2014-03-04,152.12,159.29,152.0,153.4,50866.76,795957.015
600519.SH,2014-03-05,154.03,159.99,152.0,159.84,47211.54,741663.988
600519.SH,2014-03-06,160.21,162.3,157.0,162.0,42741.21,684035.158
600519.SH,2014-03-07,162.0,167.2,160.04,165.49,58110.48,952251.168
600519.SH,2014-03-10,164.8,165.8,154.03,156.94,49985.48,797666.915
600519.SH,2014-03-11,156.0,163.6,155.1,162.18,38561.41,619885.231
600519.SH,2014-03-12,161.08,163.6,155.78,158.53,36763.92,582653.268
600519.SH,2014-03-13,157.6,165.1,157.11,164.87,42637.78,695571.566
600519.SH,2014-03-14,164.06,166.0,161.8,163.87,24933.55,407076.138
600519.SH,2014-03-17,165.0,166.66,162.01,166.47,32198.88,529609.724
600519.SH,2014-03-18,168.3,176.2,168.3,171.32,59473.71,1030329.361
600519.SH,2014-03-19,169.9,175.0,169.0,174.37,35365.79,613576.537
600519.SH,2014-03-20,174.3,174.5,169.0,169.18,33895.21,579777.921
600519.SH,2014-03-21,168.44,171.98,165.5,171.4,40318.81,680945.758
600519.SH,2014-03-24,171.0,175.73,169.9,171.29,26320.92,453477.911
600519.SH,2014-03-25,168.4,168.4,155.59,166.81,62403.83,1024298.853
600519.SH,2014-03-26,165.1,166.11,158.36,158.49,57376.39,927285.406
600519.SH,2014-03-27,157.66,160.8,156.4,157.66,38044.59,603835.726
600519.SH,2014-03-28,157.82,158.99,151.01,152.64,48272.96,740132.771
600519.SH,2014-03-31,152.01,157.38,152.0,154.7,30583.6,473939.133
600519.SH,2014-04-01,154.71,162.55,154.4,162.49,34046.89,544622.704
600519.SH,2014-04-02,162.74,169.66,161.03,165.64,46698.33,777378.72
600519.SH,2014-04-03,167.56,167.69,163.5,165.31,26918.48,444348.448
600519.SH,2014-04-04,164.65,165.3,161.0,164.06,23206.51,377896.957
600519.SH,2014-04-08,163.92,165.42,161.01,164.54,25927.49,423934.5
600519.SH,2014-04-09,165.02,166.63,162.13,163.35,21618.89,354031.803
600519.SH,2014-04-10,163.27,171.02,159.5,169.51,54177.87,897611.262
600519.SH,2014-04-11,172.0,179.6,172.0,176.08,90225.79,1593651.865
600519.SH,2014-04-14,174.7,177.31,173.0,174.36,26824.36,469646.916
600519.SH,2014-04-15,173.2,175.87,173.2,174.49,25880.21,452432.807
600519.SH,2014-04-16,173.7,174.56,170.19,171.02,22040.62,379301.956
600519.SH,2014-04-17,170.8,176.0,170.21,175.2,29744.41,517914.682
600519.SH,2014-04-18,175.0,177.77,173.3,175.31,19601.46,344825.514
600519.SH,2014-04-21,174.01,175.98,172.0,172.05,18333.79,318935.964
600519.SH,2014-04-22,172.0,175.13,171.52,172.13,22344.96,387206.385
600519.SH,2014-04-23,172.08,176.49,172.03,176.06,33755.73,592119.543
600519.SH,2014-04-24,176.15,176.71,173.7,175.76,12581.35,220213.004
600519.SH,2014-04-25,167.98,168.0,161.79,164.69,95877.43,1581409.278
600519.SH,2014-04-28,162.08,164.56,159.81,162.79,33028.6,535511.089
600519.SH,2014-04-29,162.8,165.48,162.47,163.59,27996.49,459181.201
600519.SH,2014-04-30,163.95,164.29,162.53,163.88,19220.66,314017.274
600519.SH,2014-05-05,163.5,163.5,157.08,160.25,36743.47,585326.687
600519.SH,2014-05-06,160.0,162.7,160.0,160.79,13622.95,219512.505
600519.SH,2014-05-07,161.61,161.61,159.6,160.66,11960.73,192090.276
600519.SH,2014-05-08,160.8,162.49,160.42,160.67,14697.86,237490.046
600519.SH,2014-05-09,160.66,162.3,160.3,160.62,16721.45,269803.731
600519.SH,2014-05-12,162.29,162.3,159.5,160.91,26194.78,420667.493
600519.SH,2014-05-13,160.77,161.61,159.56,160.74,15939.36,256197.646
600519.SH,2014-05-14,159.99,160.93,154.01,155.27,34016.55,534826.236
600519.SH,2014-05-15,154.98,157.08,154.5,156.15,16983.38,264995.351
600519.SH,2014-05-16,156.15,157.1,154.67,155.16,18467.3,286938.905
600519.SH,2014-05-19,152.5,153.0,147.94,147.98,56250.09,838456.335
600519.SH,2014-05-20,148.1,149.44,143.6,144.98,46885.91,682615.74
600519.SH,2014-05-21,144.1,151.66,143.95,151.0,38737.87,575063.792
600519.SH,2014-05-22,150.9,153.6,149.65,150.05,18678.94,281907.878
600519.SH,2014-05-23,150.0,152.78,149.98,152.3,14009.63,212338.047
600519.SH,2014-05-26,154.9,154.9,152.85,153.57,8910.56,137024.228
600519.SH,2014-05-27,153.0,155.75,152.86,153.2,13035.07,201097.681
600519.SH,2014-05-28,152.89,155.0,152.8,153.94,12501.97,192903.907
600519.SH,2014-05-29,153.73,155.93,153.46,154.29,10106.82,156525.431
600519.SH,2014-05-30,154.25,155.28,153.02,153.22,9217.65,141927.539
600519.SH,2014-06-03,153.0,154.5,152.25,152.77,13048.48,199563.914
600519.SH,2014-06-04,152.99,153.38,150.02,151.15,10494.31,158991.999
600519.SH,2014-06-05,151.12,155.0,149.33,154.77,20678.63,314507.72
600519.SH,2014-06-06,154.68,155.65,152.29,153.59,9477.45,145936.33
600519.SH,2014-06-09,152.3,154.4,152.3,153.23,10034.81,154198.989
600519.SH,2014-06-10,153.25,155.29,153.25,154.8,19305.51,298186.72
600519.SH,2014-06-11,154.75,155.38,153.21,153.94,10781.45,166086.241
600519.SH,2014-06-12,154.07,154.07,152.12,152.63,11499.6,175855.795
600519.SH,2014-06-13,152.69,153.83,151.16,152.81,16970.46,259337.717
600519.SH,2014-06-16,152.9,154.78,152.4,154.42,16237.9,249568.876
600519.SH,2014-06-17,154.3,154.3,152.2,153.19,16364.86,250297.887
600519.SH,2014-06-18,153.8,154.45,153.4,153.58,14024.56,215965.707
600519.SH,2014-06-19,153.56,154.2,152.5,152.73,11551.44,176868.338
600519.SH,2014-06-20,152.7,153.6,152.32,153.18,12019.4,183993.516
600519.SH,2014-06-23,153.5,156.38,153.36,156.31,28983.85,449611.781
600519.SH,2014-06-24,156.62,163.8,156.55,163.57,38532.63,621636.108
600519.SH,2014-06-25,145.33,145.33,141.5,142.23,38171.11,546556.386
600519.SH,2014-06-26,142.23,142.98,141.41,141.64,36348.51,515915.138
600519.SH,2014-06-27,141.42,141.42,139.22,140.38,26477.92,371027.132
